age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y
21,admin.,married,secondary,no,-4324,yes,no,telephone,apr,374,8,-1,9,unknown,0
88,entrepreneur,divorced,secondary,no,5006,no,no,telephone,mar,289,13,-1,3,unknown,1
36,retired,married,unknown,no,4560,no,no,telephone,jan,0,10,33,2,other,1
25,blue-collar,divorced,secondary,no,2064,yes,no,cellular,may,198,2,-1,0,failure,1
66,blue-collar,single,tertiary,no,1497,no,no,cellular,jan,99,6,-1,5,unknown,1
36,self-employed,married,tertiary,no,-2213,yes,no,telephone,feb,252,11,-1,9,unknown,0
84,management,married,tertiary,no,718,yes,no,cellular,dec,109,6,-1,0,unknown,1
52,services,married,tertiary,no,5143,yes,no,cellular,nov,305,8,-1,9,unknown,1
18,blue-collar,married,unknown,no,1489,no,no,cellular,jul,357,14,-1,2,unknown,1
92,blue-collar,single,primary,no,-42,yes,no,cellular,oct,388,2,-1,9,unknown,0
58,admin.,married,tertiary,no,-2668,no,no,cellular,jun,447,7,22,0,other,0
38,management,married,tertiary,no,4237,yes,no,cellular,aug,0,9,-1,8,unknown,1
70,admin.,married,secondary,no,1046,yes,no,cellular,dec,52,12,-1,3,unknown,0
59,admin.,married,secondary,no,-2665,no,no,cellular,jan,630,12,-1,2,other,0
20,management,single,unknown,no,-833,no,no,cellular,may,361,5,-1,2,unknown,0
77,housemaid,married,secondary,no,-1611,no,yes,telephone,feb,251,7,-1,1,unknown,0
49,retired,single,secondary,no,910,yes,yes,telephone,oct,224,12,-1,7,unknown,1
72,technician,divorced,secondary,no,1656,no,yes,cellular,oct,212,12,48,0,unknown,0
87,technician,married,primary,no,93,yes,no,cellular,sep,0,12,-1,4,unknown,0
65,technician,married,tertiary,no,2910,yes,no,cellular,aug,112,10,-1,9,unknown,1
70,blue-collar,married,primary,no,1373,yes,no,cellular,jun,204,4,-1,4,failure,1
37,technician,married,secondary,no,3537,yes,no,telephone,jan,120,6,-1,8,unknown,1
36,technician,married,tertiary,no,414,no,yes,telephone,oct,138,10,19,6,failure,0
50,services,divorced,secondary,no,7900,no,no,cellular,nov,578,4,-1,7,unknown,1
84,entrepreneur,single,tertiary,yes,-42,yes,no,telephone,dec,185,10,29,9,unknown,0
58,unknown,married,primary,no,-787,no,yes,cellular,may,259,8,-1,0,unknown,0
45,admin.,single,tertiary,no,-1058,yes,no,cellular,mar,254,7,-1,3,unknown,0
78,technician,married,unknown,no,736,yes,no,telephone,aug,303,5,-1,3,unknown,0
84,blue-collar,single,primary,no,-2583,no,no,cellular,jan,153,11,-1,0,unknown,0
88,blue-collar,married,secondary,no,1848,yes,no,cellular,jan,395,7,-1,1,unknown,1
41,blue-collar,single,secondary,no,-2992,no,yes,telephone,oct,282,5,13,1,unknown,0
73,blue-collar,divorced,secondary,no,1556,yes,no,cellular,dec,40,6,-1,9,unknown,1
64,retired,single,tertiary,no,-1773,yes,no,cellular,may,205,7,-1,8,unknown,0
53,technician,single,secondary,no,361,yes,no,cellular,jul,196,9,-1,5,unknown,0
48,unemployed,married,secondary,no,2530,yes,yes,cellular,jul,189,14,-1,8,success,1
26,admin.,single,secondary,no,6269,no,yes,cellular,feb,291,5,-1,3,unknown,1
39,admin.,married,secondary,no,-1172,yes,yes,cellular,mar,309,3,-1,4,unknown,0
60,technician,single,tertiary,no,869,no,yes,cellular,apr,292,14,-1,8,unknown,0
87,admin.,married,primary,no,-392,yes,no,cellular,nov,267,3,1,1,unknown,0
85,blue-collar,married,secondary,no,-714,no,no,cellular,jun,232,13,5,1,failure,0
32,self-employed,married,primary,no,-373,no,yes,telephone,sep,0,2,-1,5,success,0
70,blue-collar,married,tertiary,no,3013,no,no,cellular,mar,329,6,-1,2,unknown,1
24,blue-collar,single,secondary,no,126,no,no,cellular,dec,288,14,-1,6,success,1
70,services,single,secondary,no,6148,no,no,telephone,nov,82,3,-1,6,unknown,1
44,technician,divorced,secondary,no,2115,no,no,cellular,jun,259,3,16,3,success,1
53,services,married,secondary,no,-1022,yes,no,cellular,mar,311,9,13,1,failure,0
73,technician,divorced,unknown,no,393,yes,yes,cellular,dec,384,3,27,0,unknown,0
51,student,married,secondary,no,-564,no,no,cellular,oct,291,1,-1,4,failure,1
80,blue-collar,married,secondary,no,2960,yes,no,telephone,jul,265,10,-1,3,unknown,1
59,technician,single,tertiary,no,-2405,no,no,cellular,apr,353,14,28,0,unknown,0
95,management,married,secondary,no,-1750,yes,no,telephone,aug,177,11,-1,6,unknown,0
67,entrepreneur,married,secondary,no,-101,no,no,cellular,may,278,14,-1,9,unknown,0
41,blue-collar,married,secondary,no,2702,yes,no,cellular,sep,133,8,-1,9,unknown,1
78,services,married,primary,no,3913,no,no,cellular,oct,375,9,-1,1,unknown,1
49,admin.,single,tertiary,no,4237,no,no,cellular,jun,0,14,-1,1,unknown,1
59,blue-collar,married,tertiary,no,2366,yes,no,cellular,jan,334,8,-1,4,unknown,1
28,admin.,married,tertiary,no,1018,yes,no,cellular,jul,222,1,-1,9,unknown,0
27,management,married,tertiary,no,2948,yes,no,cellular,nov,355,4,8,5,unknown,1
62,blue-collar,married,secondary,no,-1318,no,no,telephone,mar,111,9,25,4,unknown,0
32,management,single,secondary,no,-2858,yes,no,telephone,dec,233,13,0,9,unknown,0
95,admin.,divorced,secondary,no,2161,yes,no,cellular,may,228,9,32,6,unknown,1
84,entrepreneur,single,unknown,no,-1012,no,yes,telephone,sep,281,6,-1,9,unknown,0
72,student,single,tertiary,no,1056,no,no,cellular,sep,73,5,20,8,unknown,1
75,admin.,married,secondary,no,1463,no,no,cellular,mar,309,10,-1,9,unknown,1
64,admin.,single,secondary,no,1746,no,no,cellular,jan,0,13,24,5,unknown,1
22,admin.,married,tertiary,no,3263,no,no,cellular,dec,127,4,34,3,unknown,1
48,entrepreneur,married,tertiary,no,3031,no,no,cellular,sep,1,8,-1,0,unknown,1
56,blue-collar,single,tertiary,no,1629,yes,no,cellular,aug,336,6,-1,7,unknown,1
89,services,married,secondary,no,228,yes,no,telephone,apr,276,4,-1,2,other,0
35,technician,divorced,secondary,no,1437,yes,no,cellular,feb,284,6,-1,0,unknown,1
56,retired,single,secondary,no,-112,yes,yes,telephone,apr,426,2,-1,8,unknown,0
44,technician,divorced,secondary,no,768,no,no,cellular,jul,176,8,-1,4,unknown,0
28,technician,married,tertiary,no,6960,yes,yes,cellular,sep,305,2,-1,5,unknown,1
26,self-employed,married,secondary,no,1601,yes,yes,cellular,apr,229,7,-1,7,unknown,1
46,blue-collar,single,secondary,no,2191,yes,no,cellular,mar,208,13,31,3,unknown,1
24,student,married,secondary,no,-352,no,no,cellular,mar,403,3,-1,8,unknown,0
23,admin.,married,secondary,no,3444,yes,no,telephone,dec,511,4,22,5,unknown,1
45,technician,single,secondary,no,2873,yes,no,cellular,aug,160,11,-1,5,unknown,1
33,entrepreneur,divorced,primary,no,2888,yes,no,cellular,dec,337,13,-1,2,unknown,1
61,management,single,tertiary,no,1673,yes,no,telephone,jan,265,14,-1,7,failure,1
19,management,married,secondary,yes,3475,yes,no,cellular,jun,266,2,25,2,unknown,1
41,blue-collar,married,secondary,no,3998,yes,no,telephone,jun,255,4,-1,6,unknown,1
53,technician,married,secondary,no,1823,yes,no,cellular,may,173,14,-1,8,unknown,1
93,blue-collar,married,secondary,no,948,yes,no,cellular,may,0,8,-1,1,unknown,1
67,technician,married,tertiary,no,3168,yes,yes,cellular,jan,435,12,-1,4,unknown,1
86,technician,married,tertiary,no,-789,no,no,cellular,jan,123,1,-1,6,unknown,0
44,blue-collar,married,primary,no,-380,yes,no,cellular,oct,186,2,-1,2,unknown,0
53,blue-collar,married,unknown,no,1083,no,no,cellular,jun,189,3,-1,0,unknown,1
50,blue-collar,married,tertiary,no,-2631,no,yes,telephone,feb,110,2,26,4,unknown,0
87,blue-collar,married,secondary,no,3021,no,no,telephone,may,254,13,-1,4,failure,1
92,blue-collar,married,secondary,no,-918,yes,no,cellular,dec,214,12,-1,9,unknown,0
93,entrepreneur,single,secondary,no,163,no,yes,cellular,jun,120,6,-1,8,unknown,0
76,services,married,tertiary,no,731,no,no,telephone,dec,241,2,58,1,other,1
57,blue-collar,divorced,secondary,no,1286,no,no,cellular,feb,215,2,-1,2,unknown,1
60,management,married,secondary,no,444,yes,no,cellular,feb,350,4,-1,1,unknown,0
94,student,married,tertiary,no,1052,yes,no,cellular,jul,32,11,-1,9,unknown,0
40,blue-collar,married,tertiary,no,1069,yes,no,cellular,sep,107,12,28,3,success,1
45,blue-collar,married,secondary,no,217,no,no,cellular,dec,322,8,-1,8,unknown,1
87,admin.,married,tertiary,no,-501,no,no,telephone,jun,130,13,10,0,unknown,0
48,admin.,single,primary,no,3579,yes,no,cellular,mar,94,13,13,5,other,1
36,retired,divorced,tertiary,no,-3430,no,no,telephone,jul,137,11,-1,0,unknown,0
61,self-employed,married,secondary,yes,747,yes,yes,telephone,apr,206,2,-1,5,unknown,0
43,admin.,married,primary,no,168,yes,no,cellular,mar,206,13,-1,0,failure,0
87,management,single,unknown,no,2121,yes,no,telephone,feb,191,13,-1,1,success,1
88,admin.,married,secondary,no,-1999,no,no,cellular,sep,76,8,-1,1,unknown,0
41,services,married,primary,no,100,no,no,telephone,aug,328,9,-1,7,unknown,0
59,retired,single,secondary,no,975,yes,no,cellular,feb,406,11,-1,6,unknown,1
94,blue-collar,married,secondary,no,3554,no,no,cellular,jul,0,9,-1,5,success,1
75,admin.,single,primary,no,1931,yes,no,cellular,nov,3,5,-1,1,unknown,1
34,services,married,secondary,no,-1404,yes,no,telephone,oct,360,10,-1,2,unknown,0
64,unknown,married,tertiary,no,128,no,no,cellular,jun,440,11,-1,3,unknown,0
66,blue-collar,married,tertiary,no,3149,no,no,telephone,jan,0,2,-1,9,unknown,1
68,blue-collar,single,primary,no,-1442,yes,no,cellular,aug,334,10,-1,7,unknown,0
19,blue-collar,married,secondary,yes,1027,no,no,cellular,jul,449,3,35,0,unknown,0
41,services,single,tertiary,no,1180,yes,no,cellular,dec,99,9,-1,0,unknown,0
84,services,single,primary,no,351,yes,no,cellular,jul,441,2,-1,3,unknown,0
36,retired,single,secondary,no,7131,yes,no,cellular,sep,195,14,20,2,unknown,1
41,retired,married,primary,no,292,no,no,cellular,jul,264,10,-1,4,unknown,0
43,entrepreneur,married,secondary,no,2189,no,no,telephone,jul,119,7,-1,9,unknown,1
31,retired,married,primary,no,-486,yes,yes,telephone,apr,360,8,-1,1,unknown,0
30,blue-collar,married,tertiary,no,2361,yes,no,cellular,may,337,9,-1,5,unknown,1
45,services,divorced,unknown,no,3116,yes,no,cellular,apr,461,2,-1,4,unknown,1
86,blue-collar,married,secondary,no,-94,yes,no,cellular,jun,422,8,4,6,unknown,1
18,blue-collar,single,secondary,no,1080,yes,no,telephone,dec,219,11,-1,5,unknown,1
40,unemployed,married,secondary,no,-770,no,no,telephone,may,655,4,-1,5,unknown,0
22,management,married,primary,no,-1318,no,no,telephone,jun,409,7,5,2,other,0
61,self-employed,married,tertiary,no,3481,yes,no,telephone,dec,296,5,-1,9,unknown,1
37,technician,single,secondary,no,-19,no,no,cellular,feb,80,3,57,2,unknown,0
79,services,married,tertiary,no,-4110,yes,no,cellular,apr,6,14,3,1,unknown,0
63,technician,married,secondary,no,5084,no,no,telephone,jun,18,9,-1,0,unknown,1
79,admin.,single,primary,no,-565,no,no,cellular,may,89,6,-1,0,other,0
67,blue-collar,married,secondary,no,658,no,no,cellular,may,413,5,-1,3,unknown,1
52,technician,married,secondary,no,4810,yes,no,cellular,oct,288,10,-1,8,failure,1
85,admin.,married,tertiary,no,888,yes,no,telephone,jun,134,2,-1,1,other,1
55,unemployed,married,secondary,no,841,no,no,cellular,may,201,8,-1,0,failure,1
92,blue-collar,married,secondary,no,-1502,no,no,telephone,jun,184,4,-1,5,unknown,0
95,blue-collar,married,secondary,no,-2397,no,no,cellular,nov,332,13,-1,5,failure,0
63,retired,single,secondary,no,834,no,yes,cellular,dec,97,11,-1,5,unknown,0
70,admin.,married,tertiary,yes,1998,yes,no,cellular,mar,269,11,1,0,unknown,0
37,unemployed,married,primary,no,1872,no,no,telephone,jan,262,3,-1,2,unknown,1
81,management,married,primary,no,141,no,no,cellular,jan,101,2,14,3,success,1
70,admin.,married,primary,no,1245,no,no,telephone,jun,442,7,-1,7,failure,1
88,management,married,secondary,no,-2842,yes,no,cellular,aug,179,5,3,6,unknown,0
38,services,married,secondary,yes,2212,yes,no,telephone,jan,81,11,-1,8,failure,0
79,retired,married,primary,no,1555,yes,no,telephone,jul,339,10,50,5,unknown,1
54,student,married,secondary,no,5542,yes,no,cellular,may,228,6,-1,4,unknown,1
32,management,divorced,secondary,no,1216,yes,no,telephone,dec,277,3,10,5,unknown,1
31,services,single,primary,no,-874,yes,no,cellular,aug,54,5,-1,3,unknown,0
61,blue-collar,married,tertiary,no,1088,yes,no,telephone,jun,334,8,-1,1,unknown,1
42,management,married,secondary,no,479,yes,no,telephone,aug,524,4,-1,5,failure,1
25,housemaid,married,secondary,no,2156,no,yes,cellular,feb,43,5,-1,2,other,1
51,services,single,secondary,no,1259,yes,no,cellular,jun,270,4,-1,2,unknown,0
68,management,married,secondary,no,-1572,yes,no,telephone,apr,110,1,-1,7,unknown,0
42,technician,married,tertiary,no,-2399,yes,no,telephone,mar,597,9,-1,0,unknown,0
92,retired,married,secondary,no,1778,no,no,cellular,may,394,14,56,0,unknown,1
78,unknown,married,secondary,no,4243,no,no,telephone,aug,259,14,-1,3,unknown,1
57,blue-collar,married,tertiary,no,1375,yes,no,cellular,jul,48,14,-1,5,unknown,0
90,blue-collar,single,tertiary,no,2989,no,no,cellular,dec,82,10,3,8,unknown,1
51,services,divorced,tertiary,no,3428,no,no,cellular,apr,324,11,-1,5,unknown,1
28,technician,married,secondary,no,1787,no,no,cellular,sep,29,1,-1,2,success,1
20,services,married,primary,no,-592,yes,yes,cellular,jul,34,3,-1,3,unknown,0
91,admin.,married,secondary,no,1630,yes,yes,cellular,nov,221,10,-1,3,unknown,1
92,technician,married,secondary,no,3856,yes,no,cellular,nov,239,14,-1,3,unknown,1
75,services,married,secondary,no,2366,yes,no,cellular,sep,273,13,4,6,unknown,1
26,services,married,tertiary,no,2846,yes,yes,telephone,jun,158,9,1,7,unknown,1
40,management,single,secondary,no,182,no,no,telephone,jul,349,2,0,7,unknown,1
21,management,divorced,secondary,no,755,no,no,telephone,aug,99,14,-1,3,unknown,0
21,services,single,secondary,no,939,no,yes,cellular,oct,308,5,13,2,unknown,0
37,retired,single,secondary,yes,1087,yes,no,telephone,mar,250,1,-1,0,unknown,0
62,services,married,secondary,no,3770,no,yes,cellular,nov,304,11,-1,7,unknown,1
23,services,married,tertiary,no,-3964,no,no,cellular,oct,385,3,-1,9,unknown,0
94,services,married,secondary,no,1267,yes,yes,telephone,feb,156,5,4,0,unknown,1
53,admin.,married,tertiary,no,1025,yes,no,cellular,apr,127,10,55,1,failure,0
38,blue-collar,married,secondary,no,-1817,no,no,telephone,mar,0,14,-1,2,unknown,0
58,technician,single,tertiary,no,2678,yes,no,cellular,jul,0,13,8,7,failure,1
79,entrepreneur,married,secondary,no,-394,yes,no,cellular,mar,195,3,-1,2,unknown,0
42,management,married,tertiary,no,415,yes,no,cellular,apr,205,3,-1,0,unknown,0
21,admin.,married,tertiary,no,5267,yes,yes,cellular,mar,68,12,-1,3,unknown,1
21,services,divorced,secondary,no,3422,no,yes,cellular,jan,98,5,-1,3,unknown,1
84,blue-collar,married,secondary,no,2464,no,yes,cellular,jun,433,2,-1,3,unknown,1
26,management,married,tertiary,no,2038,no,no,cellular,apr,343,9,-1,5,unknown,1
67,student,married,secondary,no,838,yes,no,telephone,jul,43,10,29,2,unknown,0
47,services,single,tertiary,no,5599,yes,no,cellular,mar,158,14,-1,0,unknown,1
78,services,divorced,unknown,no,2965,yes,no,cellular,apr,277,7,2,1,unknown,1
22,blue-collar,married,tertiary,no,-449,yes,no,cellular,nov,132,12,-1,7,unknown,0
88,technician,divorced,secondary,no,-1880,no,no,cellular,oct,107,8,-1,6,unknown,0
72,entrepreneur,married,secondary,no,2447,no,no,cellular,apr,173,13,4,2,unknown,1
53,management,single,unknown,no,1077,no,no,cellular,feb,373,7,-1,9,unknown,1
34,technician,married,secondary,no,-1944,no,no,telephone,dec,385,10,-1,5,unknown,0
94,blue-collar,married,primary,no,2143,yes,no,cellular,sep,117,14,-1,7,unknown,1
41,admin.,single,primary,no,608,yes,no,telephone,jun,284,13,46,7,unknown,0
56,blue-collar,married,tertiary,no,2367,no,no,cellular,sep,219,6,-1,3,unknown,1
48,blue-collar,married,secondary,no,2172,yes,yes,cellular,mar,79,8,54,5,unknown,1
35,technician,single,secondary,no,-138,no,no,cellular,jun,178,9,1,5,unknown,0
50,housemaid,divorced,secondary,no,2592,yes,yes,cellular,may,43,2,-1,4,unknown,1
29,technician,married,tertiary,no,105,no,yes,cellular,sep,383,4,-1,6,unknown,0
18,blue-collar,single,secondary,no,248,yes,no,cellular,mar,437,10,-1,3,unknown,0
40,admin.,single,tertiary,no,29,no,no,cellular,jun,163,2,-1,0,unknown,0
26,blue-collar,married,tertiary,no,3688,no,no,cellular,nov,129,9,-1,0,unknown,1
50,retired,single,unknown,no,583,yes,no,cellular,mar,368,7,-1,4,unknown,1
85,technician,married,tertiary,no,4219,no,no,telephone,feb,390,7,-1,9,unknown,1
30,retired,single,secondary,no,5124,yes,no,telephone,oct,64,12,49,2,unknown,1
18,retired,married,secondary,no,-425,no,yes,cellular,nov,199,4,-1,5,unknown,0
26,admin.,married,primary,no,-5226,yes,no,cellular,jun,212,12,-1,1,failure,0
57,services,married,unknown,no,3498,no,no,cellular,jan,112,11,-1,6,unknown,1
39,housemaid,married,secondary,no,448,yes,yes,telephone,jul,274,14,-1,1,unknown,0
56,technician,single,secondary,no,-706,yes,yes,cellular,apr,122,12,-1,4,failure,0
20,admin.,divorced,tertiary,no,-95,yes,no,cellular,aug,144,8,6,8,unknown,0
43,unemployed,married,primary,no,287,no,no,telephone,feb,206,6,-1,3,unknown,1
49,entrepreneur,married,tertiary,no,4054,yes,yes,cellular,oct,12,11,-1,9,unknown,1
51,technician,married,primary,no,1552,no,no,cellular,sep,0,13,16,0,unknown,1
60,services,married,secondary,no,4024,yes,yes,telephone,aug,349,4,-1,0,success,1
78,blue-collar,married,secondary,no,2287,no,no,telephone,jul,116,6,18,1,failure,1
54,retired,single,secondary,no,520,yes,no,cellular,mar,519,7,-1,2,unknown,1
83,technician,single,secondary,no,341,yes,no,cellular,dec,496,2,28,4,unknown,1
59,admin.,married,tertiary,no,2436,no,no,cellular,apr,149,5,47,9,unknown,1
38,management,married,secondary,no,3005,no,no,cellular,may,547,3,16,2,unknown,1
35,housemaid,single,secondary,no,3393,no,no,cellular,dec,351,11,-1,3,unknown,1
43,student,married,tertiary,no,625,yes,no,cellular,jan,130,7,-1,0,success,1
64,blue-collar,married,tertiary,no,1585,no,no,cellular,feb,0,9,18,7,unknown,1
36,admin.,married,primary,no,2485,yes,no,telephone,oct,316,2,-1,5,failure,1
89,housemaid,married,tertiary,no,355,yes,no,telephone,may,224,9,-1,0,unknown,0
55,unemployed,married,primary,no,-1297,yes,no,telephone,jul,280,11,-1,4,unknown,0
85,services,single,secondary,no,-574,no,no,cellular,jul,188,10,-1,2,failure,0
71,services,married,secondary,no,670,no,no,cellular,oct,60,12,-1,4,unknown,0
44,technician,married,tertiary,no,2657,no,no,cellular,aug,160,2,-1,2,unknown,1
35,technician,married,primary,no,3970,yes,no,cellular,jun,319,8,-1,7,unknown,1
76,admin.,single,primary,no,-1783,no,no,cellular,jul,170,7,-1,0,unknown,0
43,admin.,married,tertiary,yes,-114,no,no,telephone,sep,170,13,-1,5,unknown,0
37,blue-collar,married,primary,no,413,no,yes,cellular,may,7,10,-1,7,unknown,0
90,student,married,secondary,no,2948,yes,yes,cellular,mar,233,14,41,0,success,1
55,blue-collar,married,tertiary,no,38,yes,no,cellular,jun,64,1,-1,9,unknown,0
21,blue-collar,married,secondary,no,255,no,no,telephone,dec,349,7,-1,7,failure,1
56,services,single,secondary,no,-1906,no,no,cellular,feb,117,10,7,2,failure,0
53,blue-collar,married,secondary,no,2263,no,no,cellular,mar,179,2,-1,4,unknown,1
85,blue-collar,married,unknown,no,845,no,no,cellular,dec,523,10,-1,6,unknown,1
73,services,married,secondary,no,-239,yes,no,telephone,oct,177,4,-1,5,unknown,0
32,blue-collar,single,primary,yes,629,yes,yes,cellular,feb,158,2,-1,7,unknown,0
29,services,single,secondary,no,3679,yes,yes,cellular,mar,302,10,-1,8,unknown,1
65,unemployed,single,secondary,no,-1011,yes,no,telephone,sep,0,6,-1,3,unknown,0
21,blue-collar,married,unknown,no,-652,yes,no,telephone,oct,395,6,40,1,other,0
42,unemployed,single,secondary,no,3955,no,no,cellular,sep,359,5,-1,4,other,1
28,unemployed,single,primary,no,1367,yes,no,telephone,nov,293,10,-1,5,unknown,1
19,student,married,secondary,no,2673,no,no,cellular,jul,0,9,-1,7,failure,1
89,services,married,primary,no,2084,no,no,cellular,nov,184,10,-1,2,unknown,1
25,services,single,secondary,no,1122,yes,no,cellular,aug,42,12,-1,9,failure,0
18,services,married,unknown,no,434,no,no,cellular,jun,377,9,27,0,unknown,0
90,management,single,tertiary,no,3029,yes,no,cellular,aug,367,2,4,5,success,1
32,admin.,married,primary,no,3757,no,no,telephone,jun,274,3,-1,4,other,1
81,housemaid,married,secondary,no,3585,no,no,telephone,aug,52,14,-1,6,unknown,1
20,services,married,primary,no,-1408,yes,no,cellular,nov,429,5,-1,2,other,0
29,retired,single,primary,no,4071,yes,no,telephone,dec,183,6,-1,9,unknown,1
26,technician,single,secondary,no,413,yes,no,telephone,jul,473,6,-1,0,unknown,0
73,admin.,married,secondary,no,-461,no,no,cellular,jan,257,14,-1,8,unknown,0
66,technician,married,tertiary,no,827,no,no,telephone,aug,291,12,-1,4,unknown,0
55,technician,married,tertiary,no,3028,yes,no,telephone,apr,156,7,-1,5,unknown,1
36,technician,married,secondary,no,2389,yes,no,telephone,mar,417,10,-1,3,unknown,1
24,blue-collar,divorced,tertiary,no,638,yes,no,cellular,nov,305,8,-1,3,unknown,0
62,blue-collar,married,secondary,yes,3043,yes,yes,telephone,jun,422,10,-1,4,unknown,1
35,technician,married,secondary,no,1508,yes,yes,telephone,oct,245,14,-1,3,unknown,1
64,technician,married,tertiary,no,-61,yes,no,cellular,may,213,10,-1,0,failure,0
71,self-employed,divorced,primary,no,-358,no,yes,cellular,aug,303,2,-1,4,unknown,0
84,blue-collar,married,secondary,no,2103,yes,no,cellular,aug,422,8,-1,4,unknown,1
56,blue-collar,single,tertiary,no,1018,yes,no,cellular,nov,362,12,-1,7,unknown,1
18,blue-collar,married,secondary,no,-1826,yes,no,cellular,mar,239,1,15,4,failure,0
39,services,married,tertiary,no,3064,no,no,cellular,jul,0,5,-1,5,unknown,1
84,technician,single,secondary,no,143,yes,no,telephone,may,333,3,-1,4,failure,1
59,services,married,tertiary,no,4703,no,no,telephone,jun,19,11,-1,4,unknown,1
66,housemaid,single,primary,no,-1887,yes,no,cellular,nov,225,2,-1,7,failure,0
53,blue-collar,married,primary,no,802,yes,yes,cellular,feb,204,9,-1,6,unknown,0
30,management,single,secondary,no,-340,yes,no,cellular,jul,22,1,-1,9,unknown,0
87,admin.,single,tertiary,no,-946,no,yes,cellular,may,272,13,-1,4,unknown,0
78,blue-collar,single,primary,no,129,no,yes,cellular,nov,522,5,16,0,unknown,1
95,technician,married,tertiary,no,5095,yes,no,cellular,mar,176,6,23,5,unknown,1
84,admin.,single,secondary,no,1515,yes,no,telephone,mar,327,12,-1,3,unknown,1
40,services,divorced,secondary,no,-542,yes,no,cellular,feb,550,6,-1,0,unknown,0
37,management,married,secondary,no,-2823,no,no,cellular,jun,341,2,49,8,unknown,0
37,management,married,primary,no,-2587,yes,yes,telephone,jan,130,13,-1,6,unknown,0
89,technician,single,tertiary,no,20,yes,no,cellular,jul,253,2,58,6,unknown,0
61,services,married,secondary,no,-194,no,no,cellular,mar,287,7,3,6,unknown,0
53,technician,single,secondary,no,707,no,no,cellular,may,421,2,-1,9,unknown,1
93,admin.,single,secondary,no,-3799,yes,no,cellular,aug,390,10,-1,6,unknown,0
65,admin.,married,secondary,no,998,no,no,cellular,sep,0,4,-1,7,unknown,1
88,management,married,secondary,no,3461,yes,no,telephone,jan,100,14,13,7,unknown,1
94,unknown,married,tertiary,no,4770,yes,no,cellular,feb,210,3,-1,7,failure,1
24,admin.,married,secondary,no,-2968,yes,no,telephone,apr,78,10,-1,7,unknown,0
46,services,single,secondary,no,-563,no,no,cellular,jul,0,1,-1,0,unknown,0
75,retired,married,secondary,no,-679,yes,no,telephone,nov,118,2,18,4,unknown,0
81,student,married,secondary,no,1521,yes,no,cellular,feb,219,4,0,2,unknown,1
29,services,single,secondary,no,-1483,yes,no,cellular,jan,146,13,-1,8,unknown,0
42,services,married,secondary,no,4901,yes,yes,cellular,aug,80,14,-1,5,unknown,1
60,management,single,secondary,no,1296,yes,no,cellular,dec,226,9,-1,5,unknown,0
80,entrepreneur,married,tertiary,no,929,yes,yes,cellular,oct,268,5,12,5,unknown,1
26,blue-collar,married,unknown,no,4704,yes,no,cellular,jul,154,5,-1,6,unknown,1
64,unemployed,married,unknown,no,1165,yes,no,cellular,jan,412,3,-1,7,unknown,1
41,admin.,single,tertiary,no,2081,no,no,cellular,jul,228,5,14,2,unknown,0
34,student,single,secondary,no,-452,no,no,cellular,jun,98,7,-1,9,failure,0
58,admin.,single,tertiary,no,-1815,yes,no,cellular,jun,63,10,-1,7,other,0
50,blue-collar,divorced,primary,no,-143,no,no,cellular,jun,190,4,28,2,unknown,1
67,admin.,single,secondary,no,6011,yes,no,cellular,jul,376,1,-1,6,unknown,1
42,technician,single,secondary,no,2593,yes,no,cellular,sep,105,8,14,4,unknown,1
82,blue-collar,married,primary,no,1804,no,no,cellular,mar,303,4,-1,3,failure,1
24,blue-collar,divorced,unknown,no,-948,no,no,cellular,jan,233,6,-1,8,unknown,0
85,technician,single,tertiary,no,3205,yes,no,cellular,jan,499,10,-1,2,unknown,1
20,technician,divorced,secondary,no,-1787,no,no,telephone,may,275,13,-1,8,other,0
75,retired,married,secondary,no,-2248,yes,no,telephone,jul,122,8,-1,6,unknown,0
45,entrepreneur,married,secondary,no,-30,yes,no,cellular,oct,323,13,-1,8,other,0
47,management,single,secondary,no,5500,yes,yes,cellular,jun,328,4,-1,7,unknown,1
19,blue-collar,married,tertiary,no,5375,yes,no,cellular,jul,164,10,-1,6,unknown,1
72,blue-collar,married,unknown,no,207,yes,no,cellular,dec,57,14,-1,1,other,0
30,unemployed,divorced,secondary,no,-283,no,no,cellular,sep,295,4,-1,9,unknown,1
69,admin.,married,secondary,no,-2409,no,no,cellular,sep,229,11,-1,6,unknown,0
74,technician,married,secondary,no,1372,no,no,cellular,may,8,7,-1,3,unknown,1
83,housemaid,married,primary,no,1556,yes,yes,cellular,feb,256,13,-1,2,unknown,1
73,housemaid,married,secondary,no,2937,no,no,telephone,dec,131,5,-1,1,unknown,1
41,technician,single,primary,no,3204,no,no,cellular,jul,8,14,-1,3,unknown,1
75,management,divorced,primary,no,766,no,yes,telephone,jan,171,12,-1,1,unknown,0
82,technician,divorced,secondary,no,2423,no,no,telephone,jun,400,10,-1,8,unknown,1
42,retired,single,primary,yes,-341,no,no,cellular,feb,389,1,30,4,unknown,0
27,admin.,single,tertiary,no,2381,yes,no,telephone,dec,353,2,-1,6,success,1
87,blue-collar,married,primary,no,84,no,no,telephone,jul,258,10,45,8,failure,0
29,services,single,tertiary,no,2211,yes,no,cellular,oct,303,7,-1,9,unknown,1
