age,income_usd,wealth_usd,risk_score,horizon_years,debt_to_income,market_vol,invest_risky
32,72911,171416,-1.33,6,0.6,0.085,1
33,95501,49739,0.475,23,0.301,0.251,1
53,147442,69823,-1.249,11,0.03,0.16,1
49,67793,424068,-0.428,23,0.472,0.078,1
68,65649,254617,0.04,19,0.275,0.254,1
41,152689,421963,-0.731,28,0.165,0.186,1
35,108758,610568,0.083,24,0.683,0.238,1
23,32377,74820,0.067,28,0.172,0.164,1
21,48770,578079,-0.82,5,0.061,0.132,1
39,190648,40112,0.568,12,0.259,0.207,1
67,110032,293573,-0.764,14,0.024,0.212,1
47,61480,96219,2.288,1,0.374,0.163,1
65,82649,64934,-0.109,1,0.278,0.259,1
26,90598,260775,-1.171,2,0.297,0.237,1
25,130018,351107,-0.984,24,0.405,0.214,1
62,45635,341852,1.148,14,0.101,0.113,1
26,59106,182000,-0.409,23,0.039,0.105,1
23,103161,168915,-1.364,26,0.406,0.252,1
41,85618,241004,0.854,2,0.332,0.05,1
67,119790,197161,-0.416,26,0.047,0.175,1
55,48670,244168,0.653,7,0.646,0.189,1
25,107595,180230,0.936,13,0.199,0.151,1
62,155338,320262,0.274,29,0.27,0.178,1
63,114803,34679,2.396,10,0.129,0.205,1
61,96483,133285,-1.725,29,0.503,0.145,1
66,85787,43171,-0.818,16,0.467,0.233,1
32,59287,192417,-0.256,1,0.096,0.215,1
69,86818,657452,2.261,25,0.241,0.169,1
37,168960,97901,1.798,2,0.296,0.13,1
61,84800,168201,1.289,20,0.183,0.175,1
49,57680,296330,-0.794,14,0.404,0.307,1
59,70364,23329,-0.678,5,0.375,0.135,1
52,99508,93760,-0.829,16,0.089,0.272,1
53,74668,208242,-0.783,11,0.496,0.075,0
51,114716,11060,1.493,3,0.348,0.128,1
59,116890,62272,-0.244,17,0.151,0.147,1
57,140373,403997,-0.111,2,0.35,0.237,1
27,183385,369937,0.774,17,0.272,0.183,1
62,148078,210087,-1.664,7,0.333,0.259,1
47,56412,331827,0.053,25,0.61,0.16,1
37,57285,182040,-1.097,29,0.406,0.177,1
46,86654,247272,-0.294,28,0.137,0.16,1
69,71824,112905,-0.586,29,0.38,0.302,1
63,50940,166479,-0.638,4,0.213,0.113,1
62,72166,84902,0.226,16,0.458,0.15,1
44,70991,467673,0.221,7,0.133,0.121,1
60,64321,589951,-0.22,3,0.213,0.214,1
40,76855,519339,0.371,12,0.171,0.112,1
55,162233,103890,-0.869,13,0.161,0.289,1
52,99427,63576,0.682,9,0.367,0.185,1
33,309734,473386,-0.206,4,0.471,0.205,1
34,98009,244729,-0.484,13,0.366,0.208,1
24,77849,201615,-0.795,5,0.204,0.179,1
27,90186,84806,-0.241,2,0.274,0.187,1
42,102315,220023,1.871,14,0.24,0.185,1
44,111881,56480,-0.063,2,0.206,0.211,1
29,254211,265414,-1.144,29,0.236,0.131,1
41,58977,518860,0.919,26,0.383,0.12,1
51,138287,651043,-0.472,28,0.275,0.229,0
32,99852,283811,0.284,4,0.155,0.18,0
37,41028,43242,-0.606,14,0.222,0.06,1
39,132312,179152,1.281,25,0.182,0.151,1
46,169630,1029006,-0.591,18,0.273,0.272,1
39,58629,68641,1.398,10,0.243,0.17,1
57,89599,142220,-1.049,25,0.177,0.148,1
37,37983,535289,-0.293,10,0.21,0.09,1
42,47962,261401,1.4,30,0.068,0.146,1
39,151991,1397969,0.168,4,0.264,0.11,1
30,71279,77560,2.271,22,0.265,0.206,1
55,51697,61550,-0.269,1,0.579,0.183,1
32,100941,451397,0.257,28,0.322,0.158,1
35,69311,51129,1.905,11,0.249,0.134,1
60,71122,125656,-1.514,1,0.038,0.272,1
68,130252,141394,-1.638,26,0.095,0.138,1
54,50347,381086,-0.796,30,0.454,0.138,1
66,57233,260728,0.813,28,0.222,0.165,1
63,97208,226330,-1.61,15,0.228,0.174,1
45,146133,104423,0.597,2,0.404,0.209,1
59,167150,447707,0.527,7,0.333,0.236,1
37,64540,5618820,2.014,1,0.206,0.231,1
44,143811,279440,1.045,2,0.213,0.326,1
47,60809,164078,0.364,5,0.248,0.078,1
69,224284,46645,1.359,17,0.163,0.194,1
63,51056,84513,0.539,23,0.192,0.149,1
45,174871,123754,-0.46,18,0.131,0.301,1
53,64817,92712,-1.145,7,0.283,0.191,1
31,246271,147845,-0.569,19,0.294,0.058,1
61,120961,743114,-0.04,7,0.038,0.206,1
48,54152,460856,0.175,14,0.607,0.196,1
47,69317,130020,-2.135,27,0.251,0.225,0
59,133007,50561,-0.22,5,0.288,0.137,1
52,152343,499829,0.029,27,0.113,0.2,1
24,86873,143522,0.548,9,0.503,0.164,1
35,92032,31715,1.627,21,0.316,0.14,1
29,131497,284810,0.186,8,0.361,0.201,1
57,96131,377569,-0.91,5,0.207,0.189,1
22,47137,16900,-1.818,14,0.435,0.243,1
31,59939,71417,0.687,12,0.181,0.182,1
50,101227,135806,-0.869,16,0.74,0.216,1
55,165265,290527,0.867,8,0.067,0.108,1
46,201906,94298,1.397,30,0.178,0.264,1
64,132897,70931,-1.544,21,0.064,0.133,0
66,103903,288613,0.554,26,0.385,0.234,1
27,130872,98410,1.293,24,0.296,0.196,1
68,64485,244321,1.019,22,0.265,0.188,1
51,83362,55162,-2.096,5,0.38,0.226,1
52,59605,44413,-0.854,18,0.32,0.052,1
25,48204,296005,-1.28,27,0.299,0.146,1
52,106334,188275,0.523,3,0.444,0.225,1
57,98748,344070,0.413,14,0.074,0.295,1
50,126930,92879,-2.5,6,0.444,0.179,0
25,118258,73335,-0.301,24,0.26,0.05,1
47,101609,510445,0.801,28,0.528,0.161,1
67,118880,38091,0.148,2,0.504,0.176,1
57,88100,462640,0.146,25,0.293,0.247,1
27,110637,492301,-0.365,11,0.107,0.183,1
68,62598,325290,-1.059,29,0.097,0.103,1
68,108274,80770,-0.017,1,0.09,0.238,1
29,125715,71935,0.052,6,0.482,0.214,1
61,64391,124162,0.615,22,0.397,0.138,1
41,92363,46763,0.696,24,0.167,0.223,1
50,65891,63125,0.086,3,0.229,0.147,1
43,69169,267976,1.095,5,0.174,0.162,1
60,51282,269091,-0.375,11,0.243,0.148,1
70,169474,58324,-1.444,2,0.49,0.161,0
60,153339,275654,0.477,24,0.209,0.234,1
67,117746,225768,0.126,21,0.215,0.073,1
68,241268,583785,0.497,23,0.049,0.246,1
25,81874,250350,-1.264,15,0.485,0.191,1
33,409809,388914,1.791,20,0.312,0.157,1
57,80322,230443,0.711,18,0.263,0.181,1
50,102249,362336,-0.288,21,0.496,0.125,1
23,73768,47098,-0.935,14,0.39,0.082,1
25,108416,134433,1.077,20,0.144,0.127,1
47,136677,144829,-1.102,20,0.183,0.066,1
51,85017,120453,2.261,20,0.234,0.099,1
29,218803,223661,-0.613,27,0.065,0.083,1
29,101432,265490,1.721,11,0.295,0.253,1
27,103033,213506,-0.184,27,0.507,0.103,0
49,57129,127918,1.581,1,0.078,0.178,1
21,110948,77361,-0.735,15,0.446,0.247,1
49,84166,402664,0.019,14,0.312,0.231,1
44,66400,205489,0.805,27,0.29,0.162,1
44,61043,59972,0.662,2,0.243,0.163,1
54,342301,126004,1.101,7,0.465,0.191,1
47,78891,31239,-0.487,15,0.177,0.307,1
57,43437,154852,0.085,25,0.256,0.205,1
59,63478,125473,1.248,14,0.369,0.22,1
67,87709,89444,-0.705,20,0.103,0.316,1
60,118290,624390,0.573,6,0.325,0.197,1
46,118772,52990,-0.219,29,0.611,0.249,1
45,126231,283267,0.206,24,0.165,0.209,1
32,65195,1073493,0.085,2,0.393,0.208,1
50,106701,395510,-0.788,22,0.233,0.122,1
27,58078,145802,-0.261,4,0.094,0.112,1
67,66022,54053,0.145,17,0.482,0.149,1
63,56881,44026,-0.103,22,0.229,0.233,1
26,49681,103569,1.573,28,0.1,0.23,1
60,153226,80829,1.01,3,0.477,0.26,1
26,126991,78496,0.29,9,0.621,0.179,1
57,146664,111827,-0.763,21,0.532,0.212,1
25,91787,136813,-0.824,8,0.238,0.213,1
45,132716,232137,1.974,22,0.274,0.174,1
53,37306,49236,-1.01,6,0.428,0.161,1
57,138567,81176,0.114,5,0.346,0.091,1
41,98334,129921,0.361,17,0.366,0.171,1
67,123145,125801,-0.311,21,0.13,0.174,1
59,108834,783222,-1.002,7,0.198,0.248,1
31,54942,184871,-0.785,27,0.246,0.254,1
54,42555,35107,-0.547,27,0.061,0.189,1
57,63041,218546,-0.709,3,0.287,0.304,1
37,119375,245116,1.328,10,0.224,0.191,1
57,127085,134024,-0.009,17,0.491,0.242,1
65,45415,50329,-0.524,15,0.624,0.174,1
61,55106,729883,0.107,8,0.154,0.112,1
59,62689,57268,0.668,16,0.359,0.154,1
52,75276,271872,-0.345,29,0.126,0.268,1
34,45549,179591,0.902,10,0.217,0.164,1
60,44203,257589,-1.271,7,0.249,0.152,1
39,59674,697015,1.171,23,0.171,0.18,1
47,93966,248666,-0.009,18,0.235,0.157,1
36,49875,90725,-0.048,21,0.154,0.252,1
36,84937,405868,-0.693,20,0.167,0.293,1
28,152793,85000,-1.228,23,0.608,0.18,1
69,46942,173788,-1.667,22,0.277,0.212,1
28,81173,46846,-0.763,19,0.368,0.238,1
25,150233,59186,0.588,14,0.107,0.187,1
67,73016,157100,-0.961,14,0.26,0.127,0
48,67557,208912,-1.548,8,0.102,0.155,1
42,161025,32411,-0.909,14,0.518,0.205,1
57,77224,234673,-0.385,19,0.437,0.204,1
40,156344,71747,-0.346,22,0.111,0.072,1
27,111530,474544,-0.129,24,0.23,0.154,1
57,75822,109275,1.033,12,0.252,0.136,1
29,114395,54564,1.249,22,0.113,0.233,1
48,105640,160591,2.005,14,0.25,0.138,1
68,149942,65761,-1.625,11,0.521,0.152,1
67,68418,469978,-0.856,5,0.261,0.15,1
39,91874,150072,0.698,8,0.412,0.227,1
60,87274,130860,-0.454,21,0.316,0.238,1
51,127981,255509,0.861,7,0.284,0.21,1
44,53905,60715,0.207,3,0.075,0.246,1
27,149650,47012,1.579,9,0.127,0.254,1
39,113633,216622,1.043,30,0.227,0.071,1
53,46588,55753,1.061,5,0.195,0.216,1
70,164670,55736,-0.412,5,0.598,0.158,1
21,275023,318530,-0.097,13,0.363,0.105,1
56,148521,240614,-0.305,12,0.138,0.161,1
63,183700,48530,-1.506,28,0.501,0.224,1
68,93925,85920,1.472,8,0.398,0.267,1
42,39215,66505,0.745,13,0.067,0.099,1
26,35793,741980,-0.345,9,0.26,0.217,1
34,102243,339015,1.305,8,0.558,0.298,1
63,66942,102706,-0.63,10,0.107,0.29,1
64,56970,251945,-1.838,8,0.238,0.05,1
52,87220,44259,1.007,22,0.559,0.311,1
27,122438,81880,-1.279,24,0.365,0.238,1
27,43529,164846,-0.196,6,0.196,0.05,1
44,71907,225347,0.206,15,0.165,0.134,1
50,191473,137404,0.385,8,0.59,0.255,1
22,52571,187513,0.848,27,0.063,0.202,1
55,139030,160957,0.581,4,0.454,0.146,1
48,70629,129466,0.55,13,0.248,0.184,1
21,118239,114905,-0.791,10,0.378,0.213,1
25,155784,102207,0.294,11,0.33,0.145,1
43,130380,184819,-1.506,29,0.24,0.172,1
57,141796,217102,1.562,17,0.232,0.234,1
62,50603,179318,-1.403,12,0.487,0.138,1
42,157062,51930,-0.346,25,0.514,0.099,1
35,58760,61044,-1.319,24,0.082,0.142,1
69,102471,214783,-0.73,5,0.465,0.127,1
43,102405,564049,0.013,14,0.287,0.144,1
36,114706,172054,-0.529,13,0.339,0.076,1
43,106515,103558,1.144,14,0.306,0.194,1
21,59022,183560,0.227,11,0.226,0.232,1
36,45827,53920,-0.463,25,0.236,0.131,1
46,139210,487205,-0.134,30,0.049,0.141,1
66,98763,177429,1.22,1,0.479,0.169,1
57,159892,82115,0.909,26,0.161,0.125,1
60,88009,129091,-1.139,26,0.384,0.239,1
48,44577,93345,-0.681,11,0.201,0.127,1
26,145893,488402,0.475,15,0.066,0.148,1
40,74786,125038,0.353,4,0.454,0.134,1
70,106784,172512,-1.05,11,0.375,0.24,1
23,65110,251386,0.749,8,0.184,0.166,1
64,204785,77011,-0.891,28,0.292,0.3,1
55,58063,178569,1.304,4,0.615,0.201,1
35,76027,192025,0.529,11,0.095,0.25,0
59,94967,37039,-1.132,15,0.361,0.161,1
62,52129,188305,-0.529,30,0.112,0.123,1
23,106173,143948,-0.546,25,0.038,0.178,1
26,201495,168613,0.16,29,0.153,0.139,1
54,70427,154888,-0.204,10,0.135,0.06,1
70,109660,189405,-1.145,9,0.48,0.241,0
22,22762,499818,-1.394,18,0.186,0.182,1
54,88265,51888,0.549,11,0.207,0.138,1
27,76960,110244,0.286,1,0.245,0.203,1
53,59773,273306,0.106,25,0.337,0.183,1
52,154553,231243,0.271,3,0.436,0.265,1
25,76454,226807,-0.619,6,0.09,0.206,1
55,82358,1788003,0.184,29,0.403,0.171,1
65,74531,260697,2.5,22,0.409,0.222,1
64,34515,415083,1.175,20,0.433,0.178,1
22,51102,113780,-0.288,4,0.386,0.191,1
33,145526,61376,-0.523,8,0.07,0.254,1
33,31338,113041,-2.5,7,0.328,0.11,0
43,61353,284690,1.069,20,0.395,0.128,1
28,73696,216325,0.787,16,0.324,0.155,1
63,215211,215629,-0.544,11,0.052,0.164,1
59,132173,123683,-1.432,23,0.132,0.249,1
61,68117,107148,-1.155,24,0.175,0.095,1
30,172788,127583,0.444,23,0.603,0.178,1
21,62150,287914,-0.089,4,0.446,0.147,1
66,149062,319670,0.692,19,0.399,0.282,0
35,45621,60644,0.086,7,0.263,0.233,1
53,153921,297896,0.967,9,0.445,0.194,1
66,73460,83512,0.37,30,0.413,0.238,1
22,53815,228758,0.829,13,0.351,0.101,1
21,80740,126200,-2.09,24,0.579,0.302,1
21,103387,613908,-1.234,8,0.457,0.129,1
28,70276,102963,-0.364,30,0.475,0.255,1
23,118722,176159,1.08,9,0.26,0.213,1
61,67243,258933,1.881,6,0.66,0.196,0
51,122731,68311,-0.164,10,0.71,0.253,0
70,112272,140480,-0.612,6,0.177,0.24,1
61,87300,118003,-1.955,18,0.046,0.186,1
69,72177,94463,0.864,5,0.499,0.155,1
32,97084,100976,-0.55,7,0.361,0.187,1
35,118503,408074,2.5,22,0.117,0.174,1
63,252323,87526,-0.739,2,0.093,0.201,1
33,143958,249736,2.105,14,0.272,0.241,1
23,146614,199093,0.748,21,0.174,0.208,1
54,421604,42664,-1.028,14,0.276,0.191,1
61,116488,239341,0.232,1,0.443,0.141,1
69,114678,42034,0.771,5,0.053,0.199,1
67,127973,263992,-0.225,30,0.031,0.078,1
27,54344,95027,0.838,24,0.235,0.132,1
59,72086,151134,0.816,11,0.198,0.216,1
63,69876,46795,0.596,27,0.384,0.233,1
55,124414,167466,-0.016,1,0.104,0.179,1
61,82494,345465,-1.175,2,0.345,0.192,0
62,96440,72557,-0.077,27,0.337,0.202,1
43,155017,86850,0.176,21,0.461,0.221,1
23,138571,225833,-1.876,18,0.474,0.168,1
43,83009,230971,0.169,11,0.167,0.121,1
31,64381,16775,-0.097,25,0.303,0.203,1
26,158768,920117,-1.297,19,0.158,0.297,1
27,132523,241371,-0.333,14,0.248,0.125,1
55,40313,280862,-0.312,12,0.184,0.172,1
46,76956,131822,1.93,11,0.389,0.157,1
47,97765,28242,0.22,18,0.748,0.325,0
58,132851,275307,1.036,20,0.057,0.122,1
48,141863,90194,-0.118,25,0.438,0.17,1
52,103727,244734,-1.874,13,0.303,0.158,0
25,120594,123188,0.672,8,0.374,0.105,1
63,92933,185837,-0.658,17,0.137,0.101,1
43,64257,74674,-0.336,18,0.05,0.214,1
28,78979,326551,-1.053,9,0.168,0.223,1
61,90859,51475,0.073,3,0.154,0.146,1
57,88453,1131894,1.065,10,0.524,0.265,1
23,35059,1124157,0.933,3,0.351,0.05,1
30,73779,652013,1.586,3,0.248,0.104,1
21,92565,472750,1.728,29,0.265,0.131,1
34,78189,139009,-2.046,24,0.579,0.179,1
25,79551,428601,-1.194,2,0.287,0.153,1
56,114870,137562,-1.808,11,0.406,0.168,1
47,52475,37057,0.632,8,0.588,0.209,1
70,39877,580283,-0.693,30,0.42,0.267,1
58,75620,414295,-0.489,14,0.264,0.228,1
51,131877,145828,-0.217,8,0.063,0.183,1
46,209262,49798,0.383,20,0.129,0.175,1
23,133070,88505,-1.485,15,0.116,0.246,1
24,43193,29125,-1.259,6,0.361,0.293,1
51,80128,351148,0.001,10,0.504,0.218,1
21,102322,35433,1.199,4,0.226,0.151,1
23,98357,194180,-0.025,21,0.121,0.196,1
31,117856,70197,-0.792,30,0.318,0.215,1
65,56899,41538,-2.148,25,0.317,0.147,1
43,92970,185890,0.953,12,0.181,0.232,1
56,111049,111076,-0.736,15,0.556,0.196,1
41,135999,318941,-1.147,2,0.545,0.25,1
29,60157,47932,-1.715,12,0.241,0.121,0
39,75734,75872,-1.439,1,0.304,0.076,0
25,23287,17492,-0.961,23,0.22,0.156,1
59,65962,21004,-0.239,28,0.244,0.181,1
30,69242,756731,-1.209,6,0.272,0.072,1
39,54056,978356,0.186,21,0.111,0.143,1
70,97770,163055,-0.246,18,0.249,0.257,1
50,87517,71464,2.222,13,0.414,0.212,1
43,29084,114667,-1.704,23,0.1,0.188,1
48,100240,329261,0.161,21,0.076,0.117,1
60,56580,94414,0.174,9,0.345,0.255,1
33,114738,185769,-1.031,24,0.054,0.155,1
52,47412,148288,0.095,20,0.355,0.186,1
64,91360,89901,0.77,10,0.253,0.204,1
49,78119,93416,0.096,23,0.261,0.19,1
43,104727,195317,1.384,20,0.267,0.27,1
28,95790,62267,-2.178,4,0.022,0.215,1
33,79220,225246,-0.842,5,0.262,0.2,1
68,41749,98122,1.475,10,0.12,0.175,1
48,43000,168219,0.912,2,0.329,0.206,1
36,67213,521235,0.541,13,0.282,0.167,1
41,89628,128929,1.233,14,0.207,0.191,1
49,66399,343250,-1.917,24,0.195,0.159,1
47,123028,29898,0.796,6,0.373,0.15,1
55,78273,98230,1.064,18,0.598,0.125,1
33,55551,153785,-0.659,20,0.403,0.164,1
53,78317,846943,2.5,14,0.349,0.16,1
43,100760,25705,0.196,28,0.062,0.29,1
68,105874,137558,-2.193,10,0.235,0.24,0
28,230212,556493,0.381,13,0.408,0.172,1
28,64416,74004,-0.72,1,0.122,0.155,0
44,86753,123851,1.165,13,0.191,0.217,1
46,111372,202188,0.548,1,0.515,0.297,1
55,88952,177096,-0.598,30,0.237,0.228,1
41,70070,613898,1.502,8,0.588,0.077,1
66,41479,224587,0.939,25,0.686,0.232,1
44,69713,495531,-0.828,4,0.46,0.242,1
27,52613,108487,-0.152,9,0.099,0.312,1
26,37959,77027,0.517,4,0.564,0.165,1
69,60459,122423,-0.364,12,0.081,0.188,1
27,53317,52849,-0.334,19,0.316,0.207,1
68,120506,231782,0.037,13,0.227,0.134,1
34,121554,105990,-1.066,19,0.248,0.129,1
25,57275,81943,-2.233,25,0.374,0.204,0
36,79020,234963,0.239,2,0.112,0.087,1
51,35541,53586,-1.989,13,0.471,0.101,0
42,70291,300091,-0.993,18,0.158,0.229,1
60,109870,97527,-1.772,16,0.291,0.21,1
51,135949,425737,-1.648,5,0.063,0.255,1
41,63010,105338,0.426,7,0.169,0.208,1
52,152282,264900,-0.222,12,0.118,0.181,1
69,42181,176310,-0.258,20,0.17,0.257,1
41,48231,292992,-1.316,30,0.2,0.155,1
28,128335,165602,-0.656,12,0.167,0.16,1
41,207550,33568,0.376,16,0.267,0.176,1
63,115183,371872,-0.052,10,0.038,0.207,1
31,88203,138618,0.823,2,0.309,0.176,1
68,30031,305271,0.965,12,0.146,0.091,1
50,32740,279180,-0.252,11,0.434,0.164,1
51,96016,74789,-1.852,5,0.194,0.178,1
36,75247,65846,-0.757,21,0.327,0.187,1
67,51774,270549,-0.098,8,0.115,0.153,1
22,92998,114173,-0.776,7,0.386,0.21,1
35,95333,348425,-1.055,12,0.164,0.083,1
41,144318,127773,0.07,29,0.256,0.205,1
44,96362,376796,2.43,20,0.331,0.288,1
44,166336,219556,-0.488,13,0.539,0.144,1
28,90360,194380,-0.003,25,0.181,0.183,1
32,84957,107128,-1.312,1,0.125,0.165,1
25,153234,184901,1.243,11,0.268,0.166,1
49,55179,438870,0.875,17,0.159,0.118,1
38,367614,142857,0.806,15,0.47,0.299,1
49,108575,241941,1.36,21,0.073,0.203,1
50,108878,156391,-0.427,22,0.314,0.14,1
56,117021,167801,-0.302,14,0.265,0.133,1
48,230069,707477,1.71,28,0.329,0.184,1
53,133762,442390,0.633,28,0.23,0.05,1
50,40338,161112,-2.219,15,0.136,0.243,1
53,181552,181934,0.455,28,0.166,0.149,1
51,75896,79754,-0.582,20,0.081,0.203,1
36,94953,128376,0.898,5,0.256,0.206,1
33,47474,198164,0.408,4,0.195,0.238,1
60,117086,322527,-1.741,3,0.267,0.21,1
38,64983,294398,0.269,7,0.183,0.225,1
48,94622,55274,0.211,10,0.219,0.241,1
30,78082,361376,0.363,3,0.407,0.16,1
42,235643,138482,0.576,19,0.101,0.309,1
47,242485,61704,1.496,13,0.32,0.201,1
52,92118,499387,0.414,19,0.436,0.178,1
47,92926,559804,0.023,16,0.101,0.13,1
39,74671,190187,1.148,9,0.195,0.168,1
69,156462,283879,2.243,19,0.28,0.204,1
46,76352,299268,0.915,29,0.732,0.186,1
61,72904,526805,0.206,10,0.045,0.29,1
57,146805,288847,0.433,10,0.048,0.157,1
48,68763,45409,0.256,16,0.554,0.221,1
65,88317,915493,0.019,25,0.295,0.112,1
27,40819,391399,2.165,16,0.095,0.311,1
67,127984,94828,-0.749,25,0.173,0.108,1
63,237518,59381,1.155,3,0.431,0.304,1
46,129079,236268,-0.126,3,0.089,0.172,1
57,186925,116769,-1.48,13,0.247,0.05,0
47,58954,201871,-0.188,7,0.152,0.261,1
34,101288,292862,-0.547,1,0.118,0.185,1
60,56161,90093,0.578,7,0.153,0.153,0
33,80313,54934,0.091,9,0.323,0.219,0
36,132412,212273,-1.022,28,0.209,0.22,1
46,94701,92813,1.471,24,0.417,0.205,1
62,44411,171078,1.09,11,0.451,0.248,1
40,46632,44775,1.586,29,0.383,0.195,1
45,45116,119542,0.237,26,0.284,0.219,1
23,115069,285457,-0.036,8,0.313,0.149,1
26,252587,258779,0.704,15,0.15,0.226,1
23,177867,73782,-0.577,28,0.599,0.149,1
24,34877,52415,0.13,14,0.339,0.113,1
64,183158,152143,-0.176,12,0.305,0.168,1
63,143741,248530,-1.461,28,0.189,0.163,0
62,41561,216003,0.127,20,0.57,0.236,1
23,77340,94603,-0.441,14,0.198,0.093,1
24,155644,196110,-0.243,27,0.449,0.246,1
35,118513,579842,0.364,23,0.359,0.143,1
49,46771,180416,1.273,11,0.356,0.05,1
37,122142,34495,-0.849,13,0.14,0.108,1
45,30909,180101,-0.337,2,0.064,0.162,1
29,80511,944066,-0.765,4,0.514,0.207,1
57,158982,47086,-0.83,29,0.683,0.172,1
36,90832,154067,-0.595,2,0.228,0.107,1
24,70129,122356,-0.196,26,0.171,0.133,1
58,140398,163519,0.586,7,0.351,0.108,1
66,146523,178656,0.32,17,0.327,0.196,1
21,173266,418472,-1.057,22,0.529,0.175,1
42,139349,161894,1.294,30,0.119,0.217,1
62,154547,473508,0.944,12,0.235,0.074,1
56,129835,134929,-0.901,28,0.216,0.148,1
63,102778,109455,1.224,14,0.049,0.302,1
41,94119,82136,0.327,27,0.084,0.218,1
39,79932,29232,-0.156,4,0.166,0.162,1
56,49089,192258,0.358,9,0.46,0.121,1
28,55821,952639,-0.026,19,0.231,0.246,1
32,78163,226568,0.545,22,0.427,0.272,1
51,101548,278302,0.187,25,0.3,0.111,1
54,184974,103431,-0.337,11,0.509,0.117,1
26,88139,120390,-2.026,19,0.013,0.197,1
46,148643,363876,0.527,19,0.103,0.202,1
39,154388,914575,-0.374,30,0.465,0.209,1
46,80165,572372,0.778,4,0.271,0.291,1
68,121165,309623,0.482,1,0.369,0.122,1
24,79682,154821,-0.348,18,0.283,0.182,1
70,174317,181160,1.023,1,0.36,0.223,1
43,123684,76133,0.205,6,0.361,0.223,1
59,49629,40743,0.164,16,0.343,0.141,1
42,97570,54408,-0.138,9,0.122,0.144,1
36,205176,156876,1.684,8,0.076,0.152,1
59,82203,115335,-0.713,11,0.09,0.282,1
55,112580,39970,-0.323,21,0.434,0.121,1
28,118244,145045,-1.237,11,0.451,0.161,1
56,53597,112623,0.727,24,0.51,0.227,1
58,116183,52199,-0.582,5,0.205,0.115,1
40,44831,107498,-0.47,4,0.423,0.195,1
67,65825,112368,-0.517,5,0.722,0.066,0
53,154111,86113,0.063,28,0.589,0.192,1
37,107575,345378,-1.251,9,0.15,0.183,1
21,77290,27059,-2.243,1,0.177,0.19,1
54,112510,25114,0.458,10,0.192,0.128,1
31,87336,150444,-2.114,21,0.097,0.194,1
58,90568,163555,0.854,11,0.243,0.178,1
47,124988,215817,1.559,12,0.196,0.258,1
44,62560,92348,-0.164,3,0.174,0.218,1
29,91834,65661,1.299,21,0.785,0.093,1
56,76990,149016,-0.024,7,0.235,0.13,1
29,40732,100808,1.599,3,0.689,0.143,1
41,56803,605830,-0.456,22,0.257,0.191,1
62,197140,112037,-2.365,29,0.309,0.17,0
67,109090,142989,-0.08,19,0.338,0.17,1
70,46433,1392021,1.708,29,0.249,0.349,1
68,41664,125883,0.535,13,0.157,0.149,1
48,85092,247442,-0.515,16,0.145,0.263,1
31,196449,268356,0.329,11,0.133,0.171,1
62,81976,289715,0.971,16,0.601,0.05,1
61,173003,194644,-0.086,27,0.144,0.191,1
70,107316,178590,2.5,20,0.58,0.247,1
53,113913,164176,-0.517,1,0.483,0.218,1
28,46152,89321,1.003,18,0.33,0.195,1
46,143821,201060,0.762,12,0.128,0.181,1
43,76122,931146,-0.7,17,0.172,0.15,1
63,138567,445969,-0.424,17,0.214,0.234,1
40,59903,197189,1.018,18,0.399,0.154,1
37,98331,324045,0.145,26,0.381,0.142,1
25,107320,68606,0.338,26,0.032,0.205,1
62,83329,118650,-1.636,30,0.192,0.162,1
58,110176,352024,0.656,19,0.188,0.257,1
23,78776,571970,0.287,9,0.192,0.208,1
42,65058,74953,-0.064,6,0.489,0.133,1
44,200849,97067,0.361,26,0.239,0.111,1
44,152062,1068353,-0.409,28,0.083,0.146,1
66,61521,163575,-0.592,2,0.422,0.32,0
28,119586,774069,-0.242,7,0.264,0.166,1
36,62083,180694,-0.464,21,0.538,0.225,0
30,49773,187204,2.181,5,0.332,0.102,1
33,150915,113942,0.912,2,0.271,0.115,1
66,38389,350351,-0.968,30,0.141,0.169,1
68,143056,509095,2.036,3,0.496,0.282,1
23,79317,59094,-0.433,7,0.357,0.103,1
52,80967,109227,0.029,30,0.217,0.142,1
32,110464,341793,0.897,4,0.306,0.234,1
30,120351,133492,-1.97,24,0.03,0.276,1
35,59539,96215,-0.237,17,0.217,0.206,1
30,128853,372123,-0.573,17,0.392,0.221,1
45,95249,404942,0.205,25,0.303,0.126,1
70,48028,100079,0.37,1,0.299,0.101,1
50,82671,181593,-0.077,2,0.342,0.111,1
57,179549,50552,-0.124,6,0.412,0.128,1
45,208118,67001,1.065,15,0.332,0.194,1
21,128829,167735,0.301,29,0.314,0.107,1
25,49632,154300,0.041,3,0.252,0.195,1
34,115021,62831,0.148,13,0.185,0.161,1
33,137722,78748,1.836,13,0.504,0.146,1
63,129368,57518,0.173,6,0.219,0.233,1
63,133258,225922,-0.514,11,0.15,0.122,1
63,107926,25528,-1.909,7,0.178,0.266,1
52,86800,60353,-1.434,5,0.146,0.23,0
48,66395,28050,-0.467,16,0.283,0.121,1
53,34843,218712,-0.108,28,0.136,0.252,1
41,106658,29612,-0.556,13,0.246,0.114,1
54,98774,154345,0.351,20,0.538,0.258,1
60,118937,656030,-0.569,21,0.327,0.2,1
59,46110,676360,-0.914,26,0.265,0.085,1
51,124253,29527,0.613,25,0.071,0.102,1
